Humedad,Presion,Temperatura
52.472407130841745,1014.4356599906911,26.762757932705693
87.04285838459498,1008.7633728220442,18.834713883788343
73.9196365086843,1000.8334665700215,24.630776897208207
65.91950905182219,1018.4828256897432,25.409103848307158
39.36111842654619,1013.9655910393858,29.517133579910862
39.35967122017216,995.6915928770712,31.47303112422986
33.48501673009197,1021.8824514572844,30.550969226719793
81.97056874649611,1018.7888035023109,22.683334671366914
66.06690070459253,1023.2429969652173,23.78748362313296
72.48435466776273,1015.4001827935926,20.035415793123978
31.23506965774815,1011.4695318577526,30.600499396715318
88.19459112971967,1004.6385062701717,21.95426139135969
79.94655844802531,1022.6454969173905,22.418899061317425
42.74034664069657,1020.3122361325143,25.01983904562918
40.909498032426036,991.5826534537166,27.12232954163374
41.00427059120603,990.9228441074039,31.409522912614708
48.254534577572265,1003.1762178407317,27.523898613614264
61.48538589793427,1018.3693665773642,26.2217251811869
55.916701118526944,1024.554664526023,25.441398358180727
47.47374841188251,995.2645911886235,28.17522045777794
66.71117368334276,1010.7945750373248,26.330162807584344
38.36963163912251,1003.3311799820857,28.04590679859259
47.528678912113094,1023.9470039235111,26.865589520889447
51.9817105976215,1019.4741623097498,25.3044847174592
57.364199053022155,1019.3415046648898,24.55930245393755
77.11055768358082,1006.4042605928239,22.494859070884402
41.98042692950158,1004.5186825818183,28.921269374751272
60.8540663048167,999.5692475175747,24.935930435071803
65.54487413172255,991.9731423827825,28.081124012249536
32.78702476319987,1020.2652831689269,27.27946752263467
66.45269111408629,1018.4515353195527,23.735776278586705
40.23144742123749,1024.9901185650147,26.836314842015295
33.90309557911677,1024.8822892975868,31.56437696696061
86.93313223519999,1009.440109696092,21.88113423293855
87.93792198447356,1016.9145595313179,23.027272804700342
78.50384088698766,1023.066800545885,19.099963093583657
48.27682615040224,1019.7376586737093,27.305693675492712
35.86032684038303,998.657183561012,31.46735338713882
71.05398159072942,1005.7690447358533,24.21801850314877
56.40914962437608,994.5205795303024,28.94355932995917
37.32229409068673,1023.3917859540553,27.197489688493484
59.71061460667621,1011.2161122057807,28.30129707908069
32.063311266913104,998.0024981926211,34.88817464757048
84.55922412472692,1013.509523954205,20.914963062701396
45.52679889600101,1011.6344884160263,26.69825070199699
69.75133706123893,1002.5356951311494,27.317283638492093
48.70266456536466,993.974515726987,31.155018820307376
61.20408127066865,1013.505061845748,24.098414662805766
62.80261676059678,1008.2107695316328,24.328695375137134
41.091267331531625,1017.0311437107474,27.421183497011874
88.17507766587352,1008.2057225389198,18.674551201104435
76.50796940166687,1019.8263525111489,20.69518307122413
86.36993649385136,1009.3167393571069,19.570391024562817
83.68964102565893,1009.6328290037385,20.42931726575598
65.8739987286651,1020.6828760930421,24.01538661127457
85.312454101387,1004.1219003174339,22.465466333993298
35.30955012311517,994.6905329957724,33.07004181737226
41.75897174514871,991.0073936709668,27.18907647320177
32.71363733463228,1016.4298039485767,31.24010899932949
49.519819845795865,1011.7108342973713,26.558507619811035
53.320637381368925,1014.6427918834728,26.170837379316158
46.28094190643375,997.4537456528119,29.53481041572755
79.72425054911577,994.773001645537,21.05726829223119
51.40519960161536,990.5090632983758,28.528586387207003
46.85607058124285,1002.270564558231,28.190965601328134
62.56176498949491,1010.6471190399121,26.068281827596458
38.45545349848576,1003.7285415784906,29.62359218411824
78.13181884524238,1005.3116222708305,27.92524633949391
34.47303862078625,1021.6455543072811,27.471286523015372
89.21321619603104,1002.1889413458155,20.446576593300932
76.33468615779944,1007.9896321205933,21.90403441745089
41.92294089205035,1017.42785544594,26.729211855574935
30.331327027416144,1003.8789973812444,28.981576822212322
78.92768570729005,1011.7730345079756,24.950228480722817
72.41144063085703,1020.1827298061361,25.97015591104435
73.74043008245924,1023.2332218280175,21.635781808731288
76.27622080115674,995.1475718325163,22.136477141992216
34.442679104045425,1022.4305668806523,29.654900903133374
51.507943712656356,1007.2240702577839,25.80815884165041
36.95214357150778,999.0385535904635,30.77111442026168
81.78620555253562,1006.0697514683392,22.834427635405298
67.39788760965348,1024.3011401349918,20.64377162180792
49.85388149115895,1007.2416332897504,30.254846514498755
33.81350101716142,1001.5063063600628,33.44441487561369
48.65893930293973,1012.1690299010854,25.867130228535995
